Cropping_situation;Crop;Asso_pure;Site;Year;Yields;N_fertilization_rate;Sowing_date;Sowing_density;PAWC;Soil_N_organic;Interrang;tot_rainfall;veg_rainfall;rep_rainfall;critical_rainfall;nb_days_60;nb_days_0;max_days_0
Burk_sgcw_2014_N0p;Sorghum;associee;Burkina;2014;0.59132;0;197;6.25;424.460;0.03;0.8;520.54;517.46;3.08;11.97;0;12;12
Burk_sgcw_2014_N1a;Cowpea;associee;Burkina;2014;0.51123;20;212;6.25;424.460;0.03;0.8;462.59;317.39;145.2;223.24;0;10;10
Burk_sgcw_2014_N1p;Sorghum;associee;Burkina;2014;1.02734;20;197;6.25;424.460;0.03;0.8;520.54;517.46;3.08;11.97;0;12;12
Burk_sgcw_2014_N2a;Cowpea;associee;Burkina;2014;0.49786;40;212;6.25;424.460;0.03;0.8;462.59;317.39;145.2;223.24;0;10;10
Burk_sgcw_2014_N2p;Sorghum;associee;Burkina;2014;1.48061;40;197;6.25;424.460;0.03;0.8;520.54;517.46;3.08;11.97;0;12;12
Burk_sgcw_2014_N3a;Cowpea;associee;Burkina;2014;0.49829;60;212;6.25;424.460;0.03;0.8;462.59;317.39;145.2;223.24;0;10;10
Burk_sgcw_2014_N3p;Sorghum;associee;Burkina;2014;1.95357;60;197;6.25;424.460;0.03;0.8;520.54;517.46;3.08;11.97;0;12;12
Burk_sgcw_2014_N4a;Cowpea;associee;Burkina;2014;0.49689;80;212;6.25;424.460;0.03;0.8;462.59;317.39;145.2;223.24;0;10;10
Burk_sgcw_2014_N4p;Sorghum;associee;Burkina;2014;2.44141;80;197;6.25;424.460;0.03;0.8;520.54;517.46;3.08;11.97;0;12;12
Burk_sgcw_2014_N5a;Cowpea;associee;Burkina;2014;0.49015;100;212;6.25;424.460;0.03;0.8;462.59;317.39;145.2;223.24;0;10;10
Burk_sgcw_2014_N5p;Sorghum;associee;Burkina;2014;2.68626;100;197;6.25;424.460;0.03;0.8;520.54;517.46;3.08;11.97;0;12;12
Burk_sgcw_2014_N6a;Cowpea;associee;Burkina;2014;0.47721;120;212;6.25;424.460;0.03;0.8;462.59;317.39;145.2;223.24;0;10;10
Burk_sgcw_2014_N6p;Sorghum;associee;Burkina;2014;2.9023;120;197;6.25;424.460;0.03;0.8;520.54;517.46;3.08;11.97;0;12;12
Burk_sgcw_2014_N7a;Cowpea;associee;Burkina;2014;0.46007;140;212;6.25;424.460;0.03;0.8;462.59;317.39;145.2;223.24;0;10;10
Burk_sgcw_2014_N7p;Sorghum;associee;Burkina;2014;3.10986;140;197;6.25;424.460;0.03;0.8;520.54;517.46;3.08;11.97;0;12;12
Burk_sgcw_2014_N8a;Cowpea;associee;Burkina;2014;0.44188;160;212;6.25;424.460;0.03;0.8;462.59;317.39;145.2;223.24;0;10;10
Burk_sgcw_2014_N8p;Sorghum;associee;Burkina;2014;3.32936;160;197;6.25;424.460;0.03;0.8;520.54;517.46;3.08;11.97;0;12;12
Burk_sgcw_2014_N9a;Cowpea;associee;Burkina;2014;0.42153;180;212;6.25;424.460;0.03;0.8;462.59;317.39;145.2;223.24;0;10;10
Burk_sgcw_2014_N9p;Sorghum;associee;Burkina;2014;3.51729;180;197;6.25;424.460;0.03;0.8;520.54;517.46;3.08;11.97;0;12;12
Burk_sgcw_2015_N0a;Cowpea;associee;Burkina;2015;0.46266;0;212;6.25;424.460;0.03;0.8;588.17;423.71;164.46;188.13;0;15;13
Burk_sgcw_2015_N0p;Sorghum;associee;Burkina;2015;1.42045;0;197;6.25;424.460;0.03;0.8;706.69;695.13;11.56;58.98;0;17;15
Burk_sgcw_2015_N1a;Cowpea;associee;Burkina;2015;0.45675;20;212;6.25;424.460;0.03;0.8;588.17;423.71;164.46;188.13;0;15;13
Burk_sgcw_2015_N1p;Sorghum;associee;Burkina;2015;1.9335;20;197;6.25;424.460;0.03;0.8;706.69;695.13;11.56;58.98;0;17;15
Burk_sgcw_2015_N2a;Cowpea;associee;Burkina;2015;0.43936;40;212;6.25;424.460;0.03;0.8;588.17;423.71;164.46;188.13;0;15;13
Burk_sgcw_2015_N2p;Sorghum;associee;Burkina;2015;2.54189;40;197;6.25;424.460;0.03;0.8;706.69;695.13;11.56;58.98;0;17;15
Burk_sgcw_2015_N3a;Cowpea;associee;Burkina;2015;0.4025;60;212;6.25;424.460;0.03;0.8;588.17;423.71;164.46;188.13;0;15;13
Burk_sgcw_2015_N3p;Sorghum;associee;Burkina;2015;3.22587;60;197;6.25;424.460;0.03;0.8;706.69;695.13;11.56;58.98;0;17;15
Burk_sgcw_2015_N4a;Cowpea;associee;Burkina;2015;0.37241;80;212;6.25;424.460;0.03;0.8;588.17;423.71;164.46;188.13;0;15;13
Burk_sgcw_2015_N4p;Sorghum;associee;Burkina;2015;3.56408;80;197;6.25;424.460;0.03;0.8;706.69;695.13;11.56;58.98;0;17;15
Burk_sgcw_2015_N5a;Cowpea;associee;Burkina;2015;0.3504;100;212;6.25;424.460;0.03;0.8;588.17;423.71;164.46;188.13;0;15;13
Burk_sgcw_2015_N5p;Sorghum;associee;Burkina;2015;3.8637;100;197;6.25;424.460;0.03;0.8;706.69;695.13;11.56;58.98;0;17;15
Burk_sgcw_2015_N6a;Cowpea;associee;Burkina;2015;0.33804;120;212;6.25;424.460;0.03;0.8;588.17;423.71;164.46;188.13;0;15;13
Burk_sgcw_2015_N6p;Sorghum;associee;Burkina;2015;4.09522;120;197;6.25;424.460;0.03;0.8;706.69;695.13;11.56;58.98;0;17;15
Burk_sgcw_2015_N7a;Cowpea;associee;Burkina;2015;0.33457;140;212;6.25;424.460;0.03;0.8;588.17;423.71;164.46;188.13;0;15;13
Burk_sgcw_2015_N7p;Sorghum;associee;Burkina;2015;4.23627;140;197;6.25;424.460;0.03;0.8;706.69;695.13;11.56;58.98;0;17;15
Burk_sgcw_2015_N8a;Cowpea;associee;Burkina;2015;0.32918;160;212;6.25;424.460;0.03;0.8;588.17;423.71;164.46;188.13;0;15;13
Burk_sgcw_2015_N8p;Sorghum;associee;Burkina;2015;4.37506;160;197;6.25;424.460;0.03;0.8;706.69;695.13;11.56;58.98;0;17;15
Burk_sgcw_2015_N9a;Cowpea;associee;Burkina;2015;0.32465;180;212;6.25;424.460;0.03;0.8;588.17;423.71;164.46;188.13;0;15;13
Burk_sgcw_2015_N9p;Sorghum;associee;Burkina;2015;4.48771;180;197;6.25;424.460;0.03;0.8;706.69;695.13;11.56;58.98;0;17;15
Burk_sgcw_2016_N0a;Cowpea;associee;Burkina;2016;0.44638;0;212;6.25;424.460;0.03;0.8;416.33;326.29;90.04;135.05;0;26;10
Burk_sgcw_2016_N0p;Sorghum;associee;Burkina;2016;1.36967;0;197;6.25;424.460;0.03;0.8;609.72;602.97;6.75;19.05;0;28;12
Burk_sgcw_2016_N1a;Cowpea;associee;Burkina;2016;0.44511;20;212;6.25;424.460;0.03;0.8;416.33;326.29;90.04;135.05;0;26;10
Burk_sgcw_2016_N1p;Sorghum;associee;Burkina;2016;1.83638;20;197;6.25;424.460;0.03;0.8;609.72;602.97;6.75;19.05;0;28;12
Burk_sgcw_2016_N2a;Cowpea;associee;Burkina;2016;0.44176;40;212;6.25;424.460;0.03;0.8;416.33;326.29;90.04;135.05;0;26;10
Burk_sgcw_2016_N2p;Sorghum;associee;Burkina;2016;2.37417;40;197;6.25;424.460;0.03;0.8;609.72;602.97;6.75;19.05;0;28;12
Burk_sgcw_2016_N3a;Cowpea;associee;Burkina;2016;0.43416;60;212;6.25;424.460;0.03;0.8;416.33;326.29;90.04;135.05;0;26;10
Burk_sgcw_2016_N3p;Sorghum;associee;Burkina;2016;2.95915;60;197;6.25;424.460;0.03;0.8;609.72;602.97;6.75;19.05;0;28;12
Burk_sgcw_2016_N4a;Cowpea;associee;Burkina;2016;0.41905;80;212;6.25;424.460;0.03;0.8;416.33;326.29;90.04;135.05;0;26;10
Burk_sgcw_2016_N4p;Sorghum;associee;Burkina;2016;3.27197;80;197;6.25;424.460;0.03;0.8;609.72;602.97;6.75;19.05;0;28;12
Burk_sgcw_2016_N5a;Cowpea;associee;Burkina;2016;0.39733;100;212;6.25;424.460;0.03;0.8;416.33;326.29;90.04;135.05;0;26;10
Burk_sgcw_2016_N5p;Sorghum;associee;Burkina;2016;3.53095;100;197;6.25;424.460;0.03;0.8;609.72;602.97;6.75;19.05;0;28;12
Burk_sgcw_2016_N6a;Cowpea;associee;Burkina;2016;0.37968;120;212;6.25;424.460;0.03;0.8;416.33;326.29;90.04;135.05;0;26;10
Burk_sgcw_2016_N6p;Sorghum;associee;Burkina;2016;3.75113;120;197;6.25;424.460;0.03;0.8;609.72;602.97;6.75;19.05;0;28;12
Burk_sgcw_2016_N7a;Cowpea;associee;Burkina;2016;0.36602;140;212;6.25;424.460;0.03;0.8;416.33;326.29;90.04;135.05;0;26;10
Burk_sgcw_2016_N7p;Sorghum;associee;Burkina;2016;3.92946;140;197;6.25;424.460;0.03;0.8;609.72;602.97;6.75;19.05;0;28;12
Burk_sgcw_2016_N8a;Cowpea;associee;Burkina;2016;0.35537;160;212;6.25;424.460;0.03;0.8;416.33;326.29;90.04;135.05;0;26;10
Burk_sgcw_2016_N8p;Sorghum;associee;Burkina;2016;4.07787;160;197;6.25;424.460;0.03;0.8;609.72;602.97;6.75;19.05;0;28;12
Burk_sgcw_2016_N9a;Cowpea;associee;Burkina;2016;0.34682;180;212;6.25;424.460;0.03;0.8;416.33;326.29;90.04;135.05;0;26;10
Burk_sgcw_2016_N9p;Sorghum;associee;Burkina;2016;4.19263;180;197;6.25;424.460;0.03;0.8;609.72;602.97;6.75;19.05;0;28;12
Burk_sgcw_2017_N0a;Cowpea;associee;Burkina;2017;0.42255;0;212;6.25;424.460;0.03;0.8;439.93;351.02;88.91;159.83;0;36;33
Burk_sgcw_2017_N0p;Sorghum;associee;Burkina;2017;1.89837;0;197;6.25;424.460;0.03;0.8;517.75;517.75;0;3.62;0;38;35
Burk_sgcw_2017_N1a;Cowpea;associee;Burkina;2017;0.41808;20;212;6.25;424.460;0.03;0.8;439.93;351.02;88.91;159.83;0;36;33
Burk_sgcw_2017_N1p;Sorghum;associee;Burkina;2017;2.48944;20;197;6.25;424.460;0.03;0.8;517.75;517.75;0;3.62;0;38;35
Burk_sgcw_2017_N2a;Cowpea;associee;Burkina;2017;0.40271;40;212;6.25;424.460;0.03;0.8;439.93;351.02;88.91;159.83;0;36;33
Burk_sgcw_2017_N2p;Sorghum;associee;Burkina;2017;3.16101;40;197;6.25;424.460;0.03;0.8;517.75;517.75;0;3.62;0;38;35
Burk_sgcw_2017_N3a;Cowpea;associee;Burkina;2017;0.38339;60;212;6.25;424.460;0.03;0.8;439.93;351.02;88.91;159.83;0;36;33
Burk_sgcw_2017_N3p;Sorghum;associee;Burkina;2017;3.78381;60;197;6.25;424.460;0.03;0.8;517.75;517.75;0;3.62;0;38;35
Burk_sgcw_2017_N4a;Cowpea;associee;Burkina;2017;0.36354;80;212;6.25;424.460;0.03;0.8;439.93;351.02;88.91;159.83;0;36;33
Burk_sgcw_2017_N4p;Sorghum;associee;Burkina;2017;4.09037;80;197;6.25;424.460;0.03;0.8;517.75;517.75;0;3.62;0;38;35
Burk_sgcw_2017_N5a;Cowpea;associee;Burkina;2017;0.34744;100;212;6.25;424.460;0.03;0.8;439.93;351.02;88.91;159.83;0;36;33
Burk_sgcw_2017_N5p;Sorghum;associee;Burkina;2017;4.36781;100;197;6.25;424.460;0.03;0.8;517.75;517.75;0;3.62;0;38;35
Burk_sgcw_2017_N6a;Cowpea;associee;Burkina;2017;0.33534;120;212;6.25;424.460;0.03;0.8;439.93;351.02;88.91;159.83;0;36;33
Burk_sgcw_2017_N6p;Sorghum;associee;Burkina;2017;4.59526;120;197;6.25;424.460;0.03;0.8;517.75;517.75;0;3.62;0;38;35
Burk_sgcw_2017_N7a;Cowpea;associee;Burkina;2017;0.3297;140;212;6.25;424.460;0.03;0.8;439.93;351.02;88.91;159.83;0;36;33
Burk_sgcw_2017_N7p;Sorghum;associee;Burkina;2017;4.76477;140;197;6.25;424.460;0.03;0.8;517.75;517.75;0;3.62;0;38;35
Burk_sgcw_2017_N8a;Cowpea;associee;Burkina;2017;0.3297;160;212;6.25;424.460;0.03;0.8;439.93;351.02;88.91;159.83;0;36;33
Burk_sgcw_2017_N8p;Sorghum;associee;Burkina;2017;4.86752;160;197;6.25;424.460;0.03;0.8;517.75;517.75;0;3.62;0;38;35
Burk_sgcw_2017_N9a;Cowpea;associee;Burkina;2017;0.3297;180;212;6.25;424.460;0.03;0.8;439.93;351.02;88.91;159.83;0;36;33
Burk_sgcw_2017_N9p;Sorghum;associee;Burkina;2017;4.9385;180;197;6.25;424.460;0.03;0.8;517.75;517.75;0;3.62;0;38;35
Burk_sgcw_2018_N0a;Cowpea;associee;Burkina;2018;0.48804;0;212;6.25;424.460;0.03;0.8;729.63;585.64;143.99;218.81;1;19;15
Burk_sgcw_2018_N0p;Sorghum;associee;Burkina;2018;1.05455;0;197;6.25;424.460;0.03;0.8;856.18;843.48;12.7;74.64;1;21;17
Burk_sgcw_2018_N1a;Cowpea;associee;Burkina;2018;0.4774;20;212;6.25;424.460;0.03;0.8;729.63;585.64;143.99;218.81;1;19;15
Burk_sgcw_2018_N1p;Sorghum;associee;Burkina;2018;1.49026;20;197;6.25;424.460;0.03;0.8;856.18;843.48;12.7;74.64;1;21;17
Burk_sgcw_2018_N2a;Cowpea;associee;Burkina;2018;0.47426;40;212;6.25;424.460;0.03;0.8;729.63;585.64;143.99;218.81;1;19;15
Burk_sgcw_2018_N2p;Sorghum;associee;Burkina;2018;1.96717;40;197;6.25;424.460;0.03;0.8;856.18;843.48;12.7;74.64;1;21;17
Burk_sgcw_2018_N3a;Cowpea;associee;Burkina;2018;0.45797;60;212;6.25;424.460;0.03;0.8;729.63;585.64;143.99;218.81;1;19;15
Burk_sgcw_2018_N3p;Sorghum;associee;Burkina;2018;2.50008;60;197;6.25;424.460;0.03;0.8;856.18;843.48;12.7;74.64;1;21;17
Burk_sgcw_2018_N4a;Cowpea;associee;Burkina;2018;0.43632;80;212;6.25;424.460;0.03;0.8;729.63;585.64;143.99;218.81;1;19;15
Burk_sgcw_2018_N4p;Sorghum;associee;Burkina;2018;3.07801;80;197;6.25;424.460;0.03;0.8;856.18;843.48;12.7;74.64;1;21;17
Burk_sgcw_2018_N5a;Cowpea;associee;Burkina;2018;0.41117;100;212;6.25;424.460;0.03;0.8;729.63;585.64;143.99;218.81;1;19;15
Burk_sgcw_2018_N5p;Sorghum;associee;Burkina;2018;3.56017;100;197;6.25;424.460;0.03;0.8;856.18;843.48;12.7;74.64;1;21;17
Burk_sgcw_2018_N6a;Cowpea;associee;Burkina;2018;0.39173;120;212;6.25;424.460;0.03;0.8;729.63;585.64;143.99;218.81;1;19;15
Burk_sgcw_2018_N6p;Sorghum;associee;Burkina;2018;3.8161;120;197;6.25;424.460;0.03;0.8;856.18;843.48;12.7;74.64;1;21;17
Burk_sgcw_2018_N7a;Cowpea;associee;Burkina;2018;0.37664;140;212;6.25;424.460;0.03;0.8;729.63;585.64;143.99;218.81;1;19;15
Burk_sgcw_2018_N7p;Sorghum;associee;Burkina;2018;4.19442;140;197;6.25;424.460;0.03;0.8;856.18;843.48;12.7;74.64;1;21;17
Burk_sgcw_2018_N8a;Cowpea;associee;Burkina;2018;0.365;160;212;6.25;424.460;0.03;0.8;729.63;585.64;143.99;218.81;1;19;15
Burk_sgcw_2018_N8p;Sorghum;associee;Burkina;2018;4.38492;160;197;6.25;424.460;0.03;0.8;856.18;843.48;12.7;74.64;1;21;17
Burk_sgcw_2018_N9a;Cowpea;associee;Burkina;2018;0.35667;180;212;6.25;424.460;0.03;0.8;729.63;585.64;143.99;218.81;1;19;15
Burk_sgcw_2018_N9p;Sorghum;associee;Burkina;2018;4.53764;180;197;6.25;424.460;0.03;0.8;856.18;843.48;12.7;74.64;1;21;17
Burk_sgcw_2019_N0a;Cowpea;associee;Burkina;2019;0.43298;0;212;6.25;424.460;0.03;0.8;565.92;403.69;162.23;133.06;0;15;14
Burk_sgcw_2019_N0p;Sorghum;associee;Burkina;2019;1.39217;0;197;6.25;424.460;0.03;0.8;625.7;616.78;8.92;110.51;0;18;16
Burk_sgcw_2019_N1a;Cowpea;associee;Burkina;2019;0.4294;20;212;6.25;424.460;0.03;0.8;565.92;403.69;162.23;133.06;0;15;14
Burk_sgcw_2019_N1p;Sorghum;associee;Burkina;2019;1.91366;20;197;6.25;424.460;0.03;0.8;625.7;616.78;8.92;110.51;0;18;16
Burk_sgcw_2019_N2a;Cowpea;associee;Burkina;2019;0.4154;40;212;6.25;424.460;0.03;0.8;565.92;403.69;162.23;133.06;0;15;14
Burk_sgcw_2019_N2p;Sorghum;associee;Burkina;2019;2.52838;40;197;6.25;424.460;0.03;0.8;625.7;616.78;8.92;110.51;0;18;16
Burk_sgcw_2019_N3a;Cowpea;associee;Burkina;2019;0.39144;60;212;6.25;424.460;0.03;0.8;565.92;403.69;162.23;133.06;0;15;14
Burk_sgcw_2019_N3p;Sorghum;associee;Burkina;2019;3.20676;60;197;6.25;424.460;0.03;0.8;625.7;616.78;8.92;110.51;0;18;16
Burk_sgcw_2019_N4a;Cowpea;associee;Burkina;2019;0.37102;80;212;6.25;424.460;0.03;0.8;565.92;403.69;162.23;133.06;0;15;14
Burk_sgcw_2019_N4p;Sorghum;associee;Burkina;2019;3.75529;80;197;6.25;424.460;0.03;0.8;625.7;616.78;8.92;110.51;0;18;16
Burk_sgcw_2019_N5a;Cowpea;associee;Burkina;2019;0.35681;100;212;6.25;424.460;0.03;0.8;565.92;403.69;162.23;133.06;0;15;14
Burk_sgcw_2019_N5p;Sorghum;associee;Burkina;2019;4.02443;100;197;6.25;424.460;0.03;0.8;625.7;616.78;8.92;110.51;0;18;16
Burk_sgcw_2019_N6a;Cowpea;associee;Burkina;2019;0.34554;120;212;6.25;424.460;0.03;0.8;565.92;403.69;162.23;133.06;0;15;14
Burk_sgcw_2019_N6p;Sorghum;associee;Burkina;2019;4.25258;120;197;6.25;424.460;0.03;0.8;625.7;616.78;8.92;110.51;0;18;16
Burk_sgcw_2019_N7a;Cowpea;associee;Burkina;2019;0.33708;140;212;6.25;424.460;0.03;0.8;565.92;403.69;162.23;133.06;0;15;14
Burk_sgcw_2019_N7p;Sorghum;associee;Burkina;2019;4.43483;140;197;6.25;424.460;0.03;0.8;625.7;616.78;8.92;110.51;0;18;16
Burk_sgcw_2019_N8a;Cowpea;associee;Burkina;2019;0.33209;160;212;6.25;424.460;0.03;0.8;565.92;403.69;162.23;133.06;0;15;14
Burk_sgcw_2019_N8p;Sorghum;associee;Burkina;2019;4.5769;160;197;6.25;424.460;0.03;0.8;625.7;616.78;8.92;110.51;0;18;16
Burk_sgcw_2019_N9a;Cowpea;associee;Burkina;2019;0.32864;180;212;6.25;424.460;0.03;0.8;565.92;403.69;162.23;133.06;0;15;14
Burk_sgcw_2019_N9p;Sorghum;associee;Burkina;2019;4.68274;180;197;6.25;424.460;0.03;0.8;625.7;616.78;8.92;110.51;0;18;16
Burk_sorg_2000_N0;Sorghum;pure;Burkina;2000;1.23498;0;197;6.25;424.460;0.03;0.8;463.98;457.12;6.86;35.21;0;18;10
Burk_sorg_2000_N1;Sorghum;pure;Burkina;2000;1.91216;20;197;6.25;424.460;0.03;0.8;463.98;457.12;6.86;35.21;0;18;10
Burk_sorg_2000_N2;Sorghum;pure;Burkina;2000;2.4451;40;197;6.25;424.460;0.03;0.8;463.98;457.12;6.86;35.21;0;18;10
Burk_sorg_2000_N3;Sorghum;pure;Burkina;2000;2.71893;60;197;6.25;424.460;0.03;0.8;463.98;457.12;6.86;35.21;0;18;10
Burk_sorg_2000_N4;Sorghum;pure;Burkina;2000;2.95562;80;197;6.25;424.460;0.03;0.8;463.98;457.12;6.86;35.21;0;18;10
Burk_sorg_2000_N5;Sorghum;pure;Burkina;2000;3.14873;100;197;6.25;424.460;0.03;0.8;463.98;457.12;6.86;35.21;0;18;10
Burk_sorg_2000_N6;Sorghum;pure;Burkina;2000;3.27995;120;197;6.25;424.460;0.03;0.8;463.98;457.12;6.86;35.21;0;18;10
Burk_sorg_2000_N7;Sorghum;pure;Burkina;2000;3.37223;140;197;6.25;424.460;0.03;0.8;463.98;457.12;6.86;35.21;0;18;10
Burk_sorg_2000_N8;Sorghum;pure;Burkina;2000;3.44596;160;197;6.25;424.460;0.03;0.8;463.98;457.12;6.86;35.21;0;18;10
Burk_sorg_2000_N9;Sorghum;pure;Burkina;2000;3.49339;180;197;6.25;424.460;0.03;0.8;463.98;457.12;6.86;35.21;0;18;10
Burk_sorg_2001_N0;Sorghum;pure;Burkina;2001;1.45532;0;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sorg_2001_N1;Sorghum;pure;Burkina;2001;1.75758;20;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sorg_2001_N2;Sorghum;pure;Burkina;2001;1.94144;40;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sorg_2001_N3;Sorghum;pure;Burkina;2001;2.11553;60;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sorg_2001_N4;Sorghum;pure;Burkina;2001;2.29272;80;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sorg_2001_N5;Sorghum;pure;Burkina;2001;2.45088;100;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sorg_2001_N6;Sorghum;pure;Burkina;2001;2.57581;120;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sorg_2001_N7;Sorghum;pure;Burkina;2001;2.65227;140;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sorg_2001_N8;Sorghum;pure;Burkina;2001;2.6866;160;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sorg_2001_N9;Sorghum;pure;Burkina;2001;2.68814;180;197;6.25;424.460;0.03;0.8;365.05;365.05;0;7.04;0;37;37
Burk_sorg_2002_N0;Sorghum;pure;Burkina;2002;0.31902;0;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sorg_2002_N1;Sorghum;pure;Burkina;2002;0.63487;20;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sorg_2002_N2;Sorghum;pure;Burkina;2002;0.93369;40;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sorg_2002_N3;Sorghum;pure;Burkina;2002;1.11674;60;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sorg_2002_N4;Sorghum;pure;Burkina;2002;1.25529;80;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sorg_2002_N5;Sorghum;pure;Burkina;2002;1.3606;100;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sorg_2002_N6;Sorghum;pure;Burkina;2002;1.45209;120;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sorg_2002_N7;Sorghum;pure;Burkina;2002;1.5433;140;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sorg_2002_N8;Sorghum;pure;Burkina;2002;1.60889;160;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sorg_2002_N9;Sorghum;pure;Burkina;2002;1.67702;180;197;6.25;424.460;0.03;0.8;323.86;322.05;1.81;22.17;0;23;10
Burk_sorg_2003_N0;Sorghum;pure;Burkina;2003;1.5036;0;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sorg_2003_N1;Sorghum;pure;Burkina;2003;2.12528;20;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sorg_2003_N2;Sorghum;pure;Burkina;2003;2.85512;40;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sorg_2003_N3;Sorghum;pure;Burkina;2003;3.26722;60;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sorg_2003_N4;Sorghum;pure;Burkina;2003;3.57151;80;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sorg_2003_N5;Sorghum;pure;Burkina;2003;3.82948;100;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sorg_2003_N6;Sorghum;pure;Burkina;2003;4.02162;120;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sorg_2003_N7;Sorghum;pure;Burkina;2003;4.16058;140;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sorg_2003_N8;Sorghum;pure;Burkina;2003;4.25568;160;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sorg_2003_N9;Sorghum;pure;Burkina;2003;4.31822;180;197;6.25;424.460;0.03;0.8;539.63;528.11;11.52;33.96;0;17;8
Burk_sorg_2004_N0;Sorghum;pure;Burkina;2004;1.11032;0;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sorg_2004_N1;Sorghum;pure;Burkina;2004;1.3685;20;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sorg_2004_N2;Sorghum;pure;Burkina;2004;1.49559;40;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sorg_2004_N3;Sorghum;pure;Burkina;2004;1.66878;60;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sorg_2004_N4;Sorghum;pure;Burkina;2004;1.91704;80;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sorg_2004_N5;Sorghum;pure;Burkina;2004;2.0631;100;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sorg_2004_N6;Sorghum;pure;Burkina;2004;2.17129;120;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sorg_2004_N7;Sorghum;pure;Burkina;2004;2.19076;140;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sorg_2004_N8;Sorghum;pure;Burkina;2004;2.05323;160;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sorg_2004_N9;Sorghum;pure;Burkina;2004;1.9913;180;197;6.25;424.460;0.03;0.8;337.52;333.15;4.37;14.96;0;29;6
Burk_sorg_2005_N0;Sorghum;pure;Burkina;2005;2.46635;0;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
Burk_sorg_2005_N1;Sorghum;pure;Burkina;2005;3.30204;20;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
Burk_sorg_2005_N2;Sorghum;pure;Burkina;2005;3.66419;40;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
Burk_sorg_2005_N3;Sorghum;pure;Burkina;2005;3.90845;60;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
Burk_sorg_2005_N4;Sorghum;pure;Burkina;2005;4.09471;80;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
Burk_sorg_2005_N5;Sorghum;pure;Burkina;2005;4.2241;100;197;6.25;424.460;0.03;0.8;397.57;397.49;0.08;10.52;0;28;16
